0.133485,0.582169,1.03512,0,0,-0.757061,0.167006,0.0441643,-0.00310752,0,5.74458e-14,-1.94084e-14,1.628,0.350095,-0.132207,0.0942684,0.224148,-1.43271e-15,-1.34335e-14,0,-2.05383,-0.248583,2.05044,0.138908,-0.253091,1.13047e-14,-7.61495e-15,0,-1.54393e-13,-8.45726e-14,0,1.2414e-14,-1.42128e-13,-1.56799e-13,0,-1.54393e-13,-8.45726e-14,0,1.2414e-14,-1.42128e-13,-1.56799e-13,0,1378838182,73445,
0.135948,0.582166,1.03354,0,0,-0.761709,0.169449,0.0443836,-0.00311682,0,5.72495e-14,-1.92962e-14,1.6198,0.346603,-0.182346,0.0905261,0.232774,-1.41308e-15,-1.33382e-14,0,-2.05571,-0.249048,2.05035,0.138975,-0.252837,1.13537e-14,-7.85046e-15,0,-1.54395e-13,-8.47573e-14,0,1.25543e-14,-1.42086e-13,-1.56753e-13,0,-1.54395e-13,-8.47573e-14,0,1.25543e-14,-1.42086e-13,-1.56753e-13,0,1378838182,98098,
0.135948,0.582166,1.03354,0,0,-0.761709,0.169449,0.0443836,-0.00311682,0,5.7063e-14,-1.92968e-14,1.6198,0.346603,-0.182346,0.0905261,0.232774,-1.41308e-15,-1.32993e-14,0,-2.05571,-0.249048,2.05035,0.138975,-0.252837,1.15206e-14,-7.85046e-15,0,-1.54397e-13,-8.49282e-14,0,1.26106e-14,-1.42056e-13,-1.56753e-13,0,-1.54397e-13,-8.49282e-14,0,1.26106e-14,-1.42056e-13,-1.56753e-13,0,1378838182,123352,
0.137457,0.581871,1.03387,0,0,-0.755636,0.173037,0.047123,-0.00322583,0,5.70581e-14,-1.9337e-14,1.61008,0.337277,-0.17322,0.0927264,0.255257,-1.33458e-15,-1.33836e-14,0,-2.05952,-0.25067,2.04956,0.139139,-0.252218,1.15794e-14,-7.85046e-15,0,-1.54433e-13,-8.50136e-14,0,1.25926e-14,-1.42143e-13,-1.56849e-13,0,-1.54433e-13,-8.50136e-14,0,1.25926e-14,-1.42143e-13,-1.56849e-13,0,1378838182,148074,
0.137176,0.579936,1.03194,0,0,-0.758473,0.170465,0.0499245,-0.00347503,0,5.71268e-14,-1.94192e-14,1.61248,0.337597,-0.176758,0.0939317,0.262585,-1.47196e-15,-1.3259e-14,0,-2.05693,-0.253023,2.047,0.139352,-0.251927,1.16677e-14,-8.00747e-15,0,-1.54528e-13,-8.50563e-14,0,1.25409e-14,-1.42224e-13,-1.5691e-13,0,-1.54528e-13,-8.50563e-14,0,1.25409e-14,-1.42224e-13,-1.5691e-13,0,1378838182,173330,
0.135901,0.575658,1.03194,0,0,-0.759595,0.164602,0.0543981,-0.00389237,0,5.7068e-14,-1.9471e-14,1.61943,0.332611,-0.176465,0.096183,0.27939,-1.3542e-15,-1.31975e-14,0,-2.05146,-0.256552,2.04278,0.139667,-0.251621,1.15206e-14,-7.92897e-15,0,-1.54495e-13,-8.50777e-14,0,1.24544e-14,-1.42272e-13,-1.56909e-13,0,-1.54495e-13,-8.50777e-14,0,1.24544e-14,-1.42272e-13,-1.56909e-13,0,1378838182,198541,
0.134008,0.572557,1.02961,0,0,-0.752915,0.157106,0.0580497,-0.00423772,0,5.71661e-14,-1.96124e-14,1.62305,0.332419,-0.190743,0.0954332,0.293269,-1.29533e-15,-1.31362e-14,0,-2.0451,-0.258933,2.03941,0.139855,-0.251642,1.14715e-14,-7.85046e-15,0,-1.54534e-13,-8.51276e-14,0,1.23612e-14,-1.42324e-13,-1.57041e-13,0,-1.54534e-13,-8.51276e-14,0,1.23612e-14,-1.42324e-13,-1.57041e-13,0,1378838182,223304,
0.134008,0.572557,1.02961,0,0,-0.752915,0.157106,0.0580497,-0.00423772,0,5.72986e-14,-1.97147e-14,1.62305,0.332419,-0.190743,0.0954332,0.293269,-1.29533e-15,-1.30975e-14,0,-2.0451,-0.258933,2.03941,0.139855,-0.251642,1.14715e-14,-7.85046e-15,0,-1.54556e-13,-8.52311e-14,0,1.22112e-14,-1.42391e-13,-1.57139e-13,0,-1.54556e-13,-8.52311e-14,0,1.22112e-14,-1.42391e-13,-1.57139e-13,0,1378838182,248135,
0.133831,0.570072,1.03249,0,0,-0.734955,0.157365,0.0656823,-0.00465127,0,5.72887e-14,-1.98221e-14,1.61235,0.326154,-0.197047,0.0962267,0.324036,-1.29533e-15,-1.31487e-14,0,-2.04683,-0.26345,2.03548,0.140268,-0.25062,1.15794e-14,-7.92897e-15,0,-1.54531e-13,-8.52828e-14,0,1.22414e-14,-1.42325e-13,-1.5704e-13,0,-1.54531e-13,-8.52828e-14,0,1.22414e-14,-1.42325e-13,-1.5704e-13,0,1378838182,273360,
0.135032,0.568234,1.03143,0,0,-0.726469,0.160446,0.073005,-0.00503586,0,5.73133e-14,-1.97007e-14,1.60196,0.332942,-0.215135,0.0925046,0.336685,-1.43271e-15,-1.30224e-14,0,-2.05035,-0.268347,2.03162,0.140739,-0.249291,1.1707e-14,-7.92897e-15,0,-1.54572e-13,-8.53479e-14,0,1.21522e-14,-1.42436e-13,-1.57119e-13,0,-1.54572e-13,-8.53479e-14,0,1.21522e-14,-1.42436e-13,-1.57119e-13,0,1378838182,298165,
